,user_id,target_item,item_name,iter,pre_rank,top_prediction_item_name,post_rank_random_all,post_rank_random_upper,post_rank_pop_all,post_rank_pop_upper,post_rank_diff_all,post_rank_diff_upper,critiqued_keyphrase_random,keyphrase_name_random,critiqued_keyphrase_pop,keyphrase_name_pop,critiqued_keyphrase_diff,keyphrase_name_diff,num_existing_keyphrases,pure_pruning_rank,diff_scores,pop_scores,random_scores
34,300,2803,b'Harlem Underground',1,751,b'Sansotei Ramen',"[751, 653, 556, 523, 501, 527, 565, 627, 696, 763, 826]","[157, 151, 150, 149, 154, 172, 186, 205, 219, 224, 231]","[751, 776, 858, 1016, 1293, 1675, 2168, 2828, 3594, 4632, 5020]","[109, 109, 124, 155, 192, 228, 275, 306, 323, 7264, 7270]","[751, 697, 659, 631, 589, 548, 510, 523, 603, 709, 940]","[485, 457, 443, 429, 404, 378, 359, 366, 423, 499, 631]",199,chili,194,gravy,56,chicken,,711,"[20, 18, 22, 20, 18, 16, 20, 16, 18, 22, 22]","[-16, -18, -18, -16, -16, -18, -18, -18, -18, -20, -20]","[-12, -14, -14, -6, -2, 4, 10, 10, 10, 12, 14]"
35,300,2803,b'Harlem Underground',2,751,b'Sansotei Ramen',"[751, 285, 200, 175, 170, 166, 172, 174, 177, 179, 180]","[27, 10, 11, 12, 12, 13, 14, 14, 14, 14, 14]","[751, 920, 1279, 1994, 4225, 5702, 6268, 6527, 6675, 6750, 6790]","[131, 149, 190, 240, 7204, 7264, 7304, 7329, 7346, 7351, 7356]","[751, 891, 1100, 1506, 2348, 4822, 6244, 6785, 6985, 7077, 7133]","[417, 469, 554, 707, 962, 6601, 6960, 7112, 7196, 7229, 7254]",233,english muffin,68,banana,5,fried,,711,"[30, 30, 30, 28, 24, 22, 20, 22, 22, 22, 22]","[-18, -20, -20, -18, -16, -14, -12, -8, -6, -4, -6]","[-38, -36, -38, -34, -34, -30, -30, -30, -30, -30, -30]"
36,300,2803,b'Harlem Underground',3,751,b'Sansotei Ramen',"[751, 646, 586, 515, 513, 542, 571, 620, 676, 754, 844]","[256, 247, 243, 241, 241, 251, 258, 262, 274, 283, 300]","[751, 862, 1069, 1455, 2225, 3462, 5222, 5842, 6193, 6389, 6521]","[61, 77, 105, 153, 220, 270, 7375, 7393, 7404, 7409, 7411]","[751, 622, 544, 438, 356, 305, 251, 236, 218, 208, 209]","[355, 312, 290, 250, 212, 194, 171, 162, 145, 140, 142]",197,refreshing,19,indian,46,fish,,711,"[22, 22, 22, 22, 26, 24, 24, 18, 24, 26, 28]","[-32, -28, -28, -26, -18, -18, -14, -10, -10, -6, -6]","[12, 10, 12, 12, 16, 16, 20, 28, 28, 28, 30]"
37,300,2803,b'Harlem Underground',4,751,b'Sansotei Ramen',"[751, 848, 1012, 1331, 1953, 3313, 5257, 5949, 6293, 6462, 6572]","[102, 119, 145, 187, 258, 346, 7291, 7328, 7346, 7363, 7370]","[751, 588, 473, 396, 385, 389, 402, 433, 475, 529, 567]","[153, 132, 116, 106, 108, 116, 119, 124, 132, 139, 142]","[751, 586, 476, 358, 257, 191, 154, 133, 120, 110, 125]","[415, 348, 297, 243, 189, 154, 129, 113, 99, 91, 99]",11,italian,189,fluffy,49,cheese,,711,"[18, 20, 18, 18, 16, 18, 30, 32, 32, 34, 34]","[-18, -18, -16, -10, -6, 0, 0, 4, 4, 6, 6]","[-20, -22, -20, -18, -18, -16, -12, -12, -8, -6, -8]"
38,300,2803,b'Harlem Underground',5,751,b'Sansotei Ramen',"[751, 773, 795, 877, 1009, 1256, 1645, 2306, 3348, 4794, 5386]","[347, 356, 357, 391, 445, 518, 581, 713, 855, 6801, 6882]","[751, 905, 1220, 1844, 3181, 5305, 6086, 6463, 6650, 6743, 6809]","[71, 82, 111, 145, 226, 7287, 7344, 7371, 7382, 7387, 7387]","[751, 593, 476, 373, 296, 253, 226, 214, 210, 208, 213]","[178, 163, 152, 136, 127, 121, 109, 107, 107, 105, 100]",105,latte,132,spring roll,31,brunch,,711,"[-10, -12, -10, 0, 2, 2, -2, 10, 12, 12, 12]","[-22, -22, -22, -22, -24, -24, -26, -24, -24, -24, -22]","[14, 12, 12, 12, 14, 16, 18, 16, 20, 22, 22]"
39,300,2803,b'Harlem Underground',6,751,b'Sansotei Ramen',"[751, 702, 656, 641, 640, 687, 756, 839, 933, 1060, 1197]","[178, 178, 178, 185, 191, 195, 196, 202, 209, 213, 223]","[751, 696, 660, 624, 617, 623, 684, 795, 947, 1080, 1248]","[224, 219, 215, 206, 202, 202, 212, 219, 234, 255, 277]","[751, 515, 353, 286, 245, 219, 205, 199, 196, 202, 213]","[117, 98, 83, 80, 83, 80, 85, 88, 85, 90, 95]",193,mayo,160,overpriced,127,fried chicken,,711,"[-8, -10, 0, 6, 10, 14, 16, 14, 8, 6, 8]","[0, 0, 4, 4, 8, 4, -2, -2, 2, 4, 2]","[-4, -2, 0, 4, 10, 12, 12, 14, 16, 18, 18]"
40,300,2803,b'Harlem Underground',7,751,b'Sansotei Ramen',"[751, 711, 676, 647, 633, 621, 641, 726, 892, 1175, 1579]","[324, 318, 311, 301, 299, 297, 313, 355, 399, 488, 587]","[751, 653, 556, 523, 501, 527, 565, 627, 696, 763, 826]","[157, 151, 150, 149, 154, 172, 186, 205, 219, 224, 231]","[751, 808, 872, 984, 1204, 1605, 2288, 4184, 5540, 6069, 6349]","[375, 395, 419, 472, 568, 692, 878, 6601, 6836, 6938, 7012]",4,fry,199,chili,37,bread,,711,"[12, 12, 14, 12, 14, 18, 20, 18, 18, 24, 24]","[-12, -14, -14, -6, -2, 4, 10, 10, 10, 12, 14]","[18, 20, 18, 20, 22, 24, 22, 22, 14, 14, 18]"
41,300,2803,b'Harlem Underground',8,751,b'Sansotei Ramen',"[751, 742, 741, 774, 840, 994, 1262, 1705, 2392, 3296, 4486]","[328, 325, 326, 340, 365, 403, 466, 554, 662, 771, 6650]","[751, 860, 1038, 1386, 1871, 2623, 4120, 5109, 5654, 5960, 6140]","[154, 179, 215, 267, 316, 376, 7220, 7263, 7288, 7305, 7319]","[751, 747, 743, 749, 763, 794, 850, 968, 1186, 1483, 2089]","[572, 573, 573, 576, 595, 624, 667, 752, 884, 1043, 1293]",34,potato,80,avocado,3,bar,,711,"[32, 32, 34, 34, 32, 32, 36, 36, 36, 40, 40]","[-14, -12, -4, -2, 0, 4, 6, 8, 6, 8, 8]","[4, 6, 2, 6, 2, 6, 10, 8, 12, 14, 12]"
42,300,2803,b'Harlem Underground',9,751,b'Sansotei Ramen',"[751, 658, 590, 532, 537, 553, 614, 727, 847, 965, 1089]","[98, 95, 90, 88, 95, 103, 115, 130, 151, 160, 176]","[751, 702, 656, 641, 640, 687, 756, 839, 933, 1060, 1197]","[178, 178, 178, 185, 191, 195, 196, 202, 209, 213, 223]","[751, 883, 1156, 1689, 2741, 4753, 5576, 5986, 6218, 6368, 6485]","[118, 132, 154, 207, 265, 7237, 7267, 7285, 7297, 7312, 7314]",2,thai,193,mayo,107,pancake,,711,"[-14, -12, -12, -4, -4, -2, 0, 2, 4, 2, 2]","[-4, -2, 0, 4, 10, 12, 12, 14, 16, 18, 18]","[-28, -24, -20, -22, -20, -12, -8, 0, 2, 2, 2]"
43,300,3822,b'On The Rocks',0,4315,b'Sansotei Ramen',"[4315, 4331, 4357, 4416, 4398, 4369, 4316, 4243, 4203, 4127, 4058]","[7194, 7193, 7196, 7213, 7224, 7232, 7234, 7232, 7225, 7224, 7224]","[4315, 4331, 4357, 4416, 4398, 4369, 4316, 4243, 4203, 4127, 4058]","[7194, 7193, 7196, 7213, 7224, 7232, 7234, 7232, 7225, 7224, 7224]","[4315, 4331, 4357, 4416, 4398, 4369, 4316, 4243, 4203, 4127, 4058]","[7194, 7193, 7196, 7213, 7224, 7232, 7234, 7232, 7225, 7224, 7224]",133,fried rice,133,fried rice,133,fried rice,,4315,"[-28, -28, -28, -22, -22, -22, -20, -20, -18, -16, -16]","[-28, -28, -28, -22, -22, -22, -20, -20, -18, -16, -16]","[-28, -28, -28, -22, -22, -22, -20, -20, -18, -16, -16]"
44,300,4025,b'Starbucks',0,4363,b'Sansotei Ramen',"[4363, 4453, 4545, 4669, 4734, 4744, 4713, 4680, 4625, 4555, 4495]","[6787, 6781, 6794, 6813, 6818, 6821, 6811, 6791, 6781, 6756, 6745]","[4363, 4255, 3715, 3581, 3392, 3211, 3068, 2923, 2787, 2704, 2644]","[7056, 7065, 578, 581, 585, 576, 570, 565, 548, 528, 522]","[4363, 4497, 4600, 4740, 4859, 4949, 4914, 4836, 4768, 4661, 4625]","[7070, 7091, 7096, 7100, 7123, 7129, 7118, 7106, 7093, 7083, 7069]",215,sour,113,bacon,29,breakfast,,4363,"[-12, -10, -10, -10, -10, -10, -6, -6, -8, -8, -4]","[-8, -12, -10, -6, 6, 12, 14, 22, 28, 24, 24]","[20, 20, 22, 26, 26, 32, 30, 34, 30, 28, 26]"
45,300,4025,b'Starbucks',1,4363,b'Sansotei Ramen',"[4363, 4497, 4600, 4740, 4859, 4949, 4914, 4836, 4768, 4661, 4625]","[7070, 7091, 7096, 7100, 7123, 7129, 7118, 7106, 7093, 7083, 7069]","[4363, 4453, 4545, 4669, 4734, 4744, 4713, 4680, 4625, 4555, 4495]","[6787, 6781, 6794, 6813, 6818, 6821, 6811, 6791, 6781, 6756, 6745]","[4363, 4255, 3715, 3581, 3392, 3211, 3068, 2923, 2787, 2704, 2644]","[7056, 7065, 578, 581, 585, 576, 570, 565, 548, 528, 522]",29,breakfast,215,sour,113,bacon,,4363,"[-8, -12, -10, -6, 6, 12, 14, 22, 28, 24, 24]","[20, 20, 22, 26, 26, 32, 30, 34, 30, 28, 26]","[-12, -10, -10, -10, -10, -10, -6, -6, -8, -8, -4]"
46,300,4025,b'Starbucks',2,4363,b'Sansotei Ramen',"[4363, 4357, 4341, 4348, 4357, 4331, 4244, 4129, 3992, 3874, 3750]","[6804, 6811, 6818, 6837, 6845, 6851, 6831, 6822, 6808, 6785, 6752]","[4363, 4497, 4600, 4740, 4859, 4949, 4914, 4836, 4768, 4661, 4625]","[7070, 7091, 7096, 7100, 7123, 7129, 7118, 7106, 7093, 7083, 7069]","[4363, 4357, 4341, 4348, 4357, 4331, 4244, 4129, 3992, 3874, 3750]","[6804, 6811, 6818, 6837, 6845, 6851, 6831, 6822, 6808, 6785, 6752]",42,sandwich,29,breakfast,42,sandwich,,4363,"[6, 8, 8, 10, 12, 10, 12, 16, 20, 18, 20]","[-12, -10, -10, -10, -10, -10, -6, -6, -8, -8, -4]","[6, 8, 8, 10, 12, 10, 12, 16, 20, 18, 20]"
47,300,4025,b'Starbucks',3,4363,b'Sansotei Ramen',"[4363, 4255, 3715, 3581, 3392, 3211, 3068, 2923, 2787, 2704, 2644]","[7056, 7065, 578, 581, 585, 576, 570, 565, 548, 528, 522]","[4363, 4357, 4341, 4348, 4357, 4331, 4244, 4129, 3992, 3874, 3750]","[6804, 6811, 6818, 6837, 6845, 6851, 6831, 6822, 6808, 6785, 6752]","[4363, 4453, 4545, 4669, 4734, 4744, 4713, 4680, 4625, 4555, 4495]","[6787, 6781, 6794, 6813, 6818, 6821, 6811, 6791, 6781, 6756, 6745]",113,bacon,42,sandwich,215,sour,,4363,"[20, 20, 22, 26, 26, 32, 30, 34, 30, 28, 26]","[6, 8, 8, 10, 12, 10, 12, 16, 20, 18, 20]","[-8, -12, -10, -6, 6, 12, 14, 22, 28, 24, 24]"
48,300,4906,b'Full Stop',0,491,b'Sansotei Ramen',"[491, 487, 492, 502, 535, 595, 766, 1063, 1595, 2565, 4334]","[270, 266, 272, 278, 296, 332, 416, 530, 688, 909, 6563]","[491, 409, 355, 329, 338, 341, 374, 429, 475, 531, 587]","[77, 82, 85, 97, 107, 108, 121, 138, 145, 154, 157]","[491, 452, 394, 338, 313, 308, 292, 316, 355, 431, 527]","[250, 240, 224, 204, 196, 198, 193, 210, 221, 247, 291]",37,bread,65,espresso,105,latte,,423,"[14, 12, 12, 12, 14, 16, 18, 16, 20, 22, 22]","[-26, -28, -22, -16, -14, -12, -10, -6, 0, 4, 6]","[12, 12, 14, 12, 14, 18, 20, 18, 18, 24, 24]"
49,300,4906,b'Full Stop',1,491,b'Sansotei Ramen',"[491, 425, 365, 308, 273, 273, 272, 291, 338, 391, 465]","[218, 199, 188, 172, 168, 178, 187, 202, 227, 261, 296]","[491, 445, 397, 398, 436, 489, 598, 753, 934, 1198, 1495]","[94, 90, 85, 96, 101, 110, 117, 140, 161, 188, 206]","[491, 425, 365, 308, 273, 273, 272, 291, 338, 391, 465]","[218, 199, 188, 172, 168, 178, 187, 202, 227, 261, 296]",47,coffee,68,banana,47,coffee,,423,"[2, 4, 0, 4, 8, 12, 22, 28, 34, 36, 36]","[-18, -20, -20, -18, -16, -14, -12, -8, -6, -4, -6]","[2, 4, 0, 4, 8, 12, 22, 28, 34, 36, 36]"
50,300,4906,b'Full Stop',2,491,b'Sansotei Ramen',"[491, 544, 659, 880, 1383, 2389, 4810, 5774, 6281, 6543, 6671]","[140, 160, 186, 227, 290, 368, 7132, 7198, 7248, 7280, 7298]","[491, 471, 470, 514, 612, 838, 1268, 1888, 2899, 4415, 5032]","[145, 144, 143, 151, 184, 231, 284, 372, 443, 7020, 7070]","[491, 419, 358, 285, 259, 229, 228, 238, 259, 304, 351]","[153, 140, 131, 115, 106, 99, 102, 112, 121, 137, 156]",22,french,81,juice,216,baked,,423,"[-10, -14, -12, -10, -6, -6, -4, 4, 8, 12, 10]","[-6, -6, -2, -4, 2, 6, 0, 2, 6, 6, 6]","[-6, -6, -6, 0, -4, -4, 0, -4, 4, 6, 2]"
51,300,4906,b'Full Stop',3,491,b'Sansotei Ramen',"[491, 485, 478, 495, 558, 665, 867, 1183, 1698, 2337, 3254]","[120, 120, 117, 130, 155, 176, 222, 282, 345, 395, 464]","[491, 544, 659, 880, 1383, 2389, 4810, 5774, 6281, 6543, 6671]","[140, 160, 186, 227, 290, 368, 7132, 7198, 7248, 7280, 7298]","[491, 445, 397, 398, 436, 489, 598, 753, 934, 1198, 1495]","[94, 90, 85, 96, 101, 110, 117, 140, 161, 188, 206]",29,breakfast,22,french,68,banana,,423,"[-18, -20, -20, -18, -16, -14, -12, -8, -6, -4, -6]","[-6, -6, -6, 0, -4, -4, 0, -4, 4, 6, 2]","[-12, -10, -10, -10, -10, -10, -6, -6, -8, -8, -4]"
52,300,4906,b'Full Stop',4,491,b'Sansotei Ramen',"[491, 452, 394, 338, 313, 308, 292, 316, 355, 431, 527]","[250, 240, 224, 204, 196, 198, 193, 210, 221, 247, 291]","[491, 419, 358, 285, 259, 229, 228, 238, 259, 304, 351]","[153, 140, 131, 115, 106, 99, 102, 112, 121, 137, 156]","[491, 487, 492, 502, 535, 595, 766, 1063, 1595, 2565, 4334]","[270, 266, 272, 278, 296, 332, 416, 530, 688, 909, 6563]",105,latte,216,baked,37,bread,,423,"[12, 12, 14, 12, 14, 18, 20, 18, 18, 24, 24]","[-10, -14, -12, -10, -6, -6, -4, 4, 8, 12, 10]","[14, 12, 12, 12, 14, 16, 18, 16, 20, 22, 22]"
53,300,4906,b'Full Stop',5,491,b'Sansotei Ramen',"[491, 409, 355, 329, 338, 341, 374, 429, 475, 531, 587]","[77, 82, 85, 97, 107, 108, 121, 138, 145, 154, 157]","[491, 485, 478, 495, 558, 665, 867, 1183, 1698, 2337, 3254]","[120, 120, 117, 130, 155, 176, 222, 282, 345, 395, 464]","[491, 470, 450, 458, 503, 579, 758, 1016, 1424, 1882, 2603]","[200, 189, 181, 187, 201, 221, 259, 314, 383, 431, 488]",65,espresso,29,breakfast,144,chair,,423,"[8, 2, 4, 6, 14, 12, 12, 16, 8, 10, 10]","[-12, -10, -10, -10, -10, -10, -6, -6, -8, -8, -4]","[-26, -28, -22, -16, -14, -12, -10, -6, 0, 4, 6]"
54,300,4906,b'Full Stop',6,491,b'Sansotei Ramen',"[491, 471, 470, 514, 612, 838, 1268, 1888, 2899, 4415, 5032]","[145, 144, 143, 151, 184, 231, 284, 372, 443, 7020, 7070]","[491, 452, 394, 338, 313, 308, 292, 316, 355, 431, 527]","[250, 240, 224, 204, 196, 198, 193, 210, 221, 247, 291]","[491, 489, 499, 511, 524, 562, 626, 766, 1144, 1991, 4743]","[438, 438, 449, 460, 472, 503, 561, 684, 968, 1504, 5735]",81,juice,105,latte,213,pot,,423,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[14, 12, 12, 12, 14, 16, 18, 16, 20, 22, 22]","[-6, -6, -2, -4, 2, 6, 0, 2, 6, 6, 6]"
55,300,4906,b'Full Stop',7,491,b'Sansotei Ramen',"[491, 513, 539, 575, 656, 804, 1044, 1565, 2425, 4222, 5200]","[202, 217, 231, 250, 277, 338, 407, 548, 708, 6820, 6939]","[491, 513, 539, 575, 656, 804, 1044, 1565, 2425, 4222, 5200]","[202, 217, 231, 250, 277, 338, 407, 548, 708, 6820, 6939]","[491, 498, 502, 515, 530, 567, 653, 803, 1217, 2452, 5572]","[464, 467, 470, 484, 494, 523, 600, 723, 1055, 1922, 6049]",42,sandwich,42,sandwich,153,friendly,,423,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 38, 38]","[6, 8, 8, 10, 12, 10, 12, 16, 20, 18, 20]","[6, 8, 8, 10, 12, 10, 12, 16, 20, 18, 20]"
56,300,4906,b'Full Stop',8,491,b'Sansotei Ramen',"[491, 445, 397, 398, 436, 489, 598, 753, 934, 1198, 1495]","[94, 90, 85, 96, 101, 110, 117, 140, 161, 188, 206]","[491, 425, 365, 308, 273, 273, 272, 291, 338, 391, 465]","[218, 199, 188, 172, 168, 178, 187, 202, 227, 261, 296]","[491, 513, 539, 575, 656, 804, 1044, 1565, 2425, 4222, 5200]","[202, 217, 231, 250, 277, 338, 407, 548, 708, 6820, 6939]",68,banana,47,coffee,42,sandwich,,423,"[6, 8, 8, 10, 12, 10, 12, 16, 20, 18, 20]","[2, 4, 0, 4, 8, 12, 22, 28, 34, 36, 36]","[-18, -20, -20, -18, -16, -14, -12, -8, -6, -4, -6]"
57,300,4906,b'Full Stop',9,491,b'Sansotei Ramen',"[491, 419, 358, 285, 259, 229, 228, 238, 259, 304, 351]","[153, 140, 131, 115, 106, 99, 102, 112, 121, 137, 156]","[491, 487, 492, 502, 535, 595, 766, 1063, 1595, 2565, 4334]","[270, 266, 272, 278, 296, 332, 416, 530, 688, 909, 6563]","[491, 485, 478, 495, 558, 665, 867, 1183, 1698, 2337, 3254]","[120, 120, 117, 130, 155, 176, 222, 282, 345, 395, 464]",216,baked,37,bread,29,breakfast,,423,"[-12, -10, -10, -10, -10, -10, -6, -6, -8, -8, -4]","[12, 12, 14, 12, 14, 18, 20, 18, 18, 24, 24]","[-10, -14, -12, -10, -6, -6, -4, 4, 8, 12, 10]"
58,300,5041,b'Playa Cabana Cantina',0,82,b'Sansotei Ramen',"[82, 71, 63, 57, 44, 40, 40, 48, 53, 71, 87]","[37, 30, 28, 27, 24, 23, 23, 25, 27, 39, 47]","[82, 92, 148, 288, 738, 1642, 3425, 5316, 5894, 6198, 6376]","[3, 4, 10, 16, 31, 42, 54, 7432, 7433, 7435, 7437]","[82, 66, 39, 26, 20, 19, 19, 17, 17, 16, 18]","[18, 17, 13, 11, 12, 12, 13, 12, 11, 11, 12]",103,fruit,10,mexico,32,taco,,80,"[-20, -20, -12, -8, 0, 0, 6, 8, 10, 6, 4]","[-36, -34, -36, -32, -30, -28, -28, -28, -26, -28, -28]","[-10, -4, -2, 2, 2, 6, 6, 4, 0, -4, -4]"
59,300,5041,b'Playa Cabana Cantina',1,82,b'Sansotei Ramen',"[82, 78, 74, 70, 62, 57, 57, 58, 64, 77, 92]","[45, 43, 43, 43, 44, 44, 45, 50, 55, 61, 66]","[82, 93, 126, 190, 334, 725, 1518, 3650, 5269, 5983, 6353]","[22, 26, 31, 40, 59, 84, 112, 7355, 7377, 7388, 7393]","[82, 65, 51, 41, 36, 34, 38, 39, 41, 52, 55]","[5, 4, 5, 6, 6, 7, 9, 10, 10, 12, 13]",58,cocktail,63,donut,12,mexican,,80,"[-36, -36, -30, -28, -24, -22, -20, -18, -20, -20, -20]","[-16, -20, -16, -12, -12, -12, -12, -14, -16, -16, -16]","[10, 14, 18, 20, 24, 24, 26, 28, 30, 32, 32]"
60,300,5041,b'Playa Cabana Cantina',2,82,b'Sansotei Ramen',"[82, 94, 145, 226, 529, 1835, 6265, 7080, 7277, 7340, 7363]","[42, 46, 71, 106, 181, 380, 7220, 7348, 7391, 7410, 7417]","[82, 96, 103, 136, 216, 350, 576, 983, 1629, 2680, 4554]","[22, 32, 37, 46, 63, 80, 103, 133, 158, 174, 7336]","[82, 75, 72, 68, 63, 56, 52, 56, 64, 76, 101]","[59, 52, 51, 49, 48, 42, 41, 44, 51, 58, 69]",160,overpriced,66,octopus,46,fish,,80,"[22, 22, 22, 22, 26, 24, 24, 18, 24, 26, 28]","[-22, -14, -6, -8, -6, -6, -4, -2, 0, 2, 2]","[0, 0, 4, 4, 8, 4, -2, -2, 2, 4, 2]"
61,300,5041,b'Playa Cabana Cantina',3,82,b'Sansotei Ramen',"[82, 65, 51, 41, 36, 34, 38, 39, 41, 52, 55]","[5, 4, 5, 6, 6, 7, 9, 10, 10, 12, 13]","[82, 65, 51, 41, 36, 34, 38, 39, 41, 52, 55]","[5, 4, 5, 6, 6, 7, 9, 10, 10, 12, 13]","[82, 78, 79, 79, 85, 106, 125, 171, 278, 481, 855]","[42, 40, 42, 42, 44, 59, 70, 93, 135, 198, 300]",12,mexican,12,mexican,182,chip,,80,"[10, 10, 10, 8, 8, 12, 18, 16, 20, 16, 16]","[-36, -36, -30, -28, -24, -22, -20, -18, -20, -20, -20]","[-36, -36, -30, -28, -24, -22, -20, -18, -20, -20, -20]"
62,300,5041,b'Playa Cabana Cantina',4,82,b'Sansotei Ramen',"[82, 66, 39, 26, 20, 19, 19, 17, 17, 16, 18]","[18, 17, 13, 11, 12, 12, 13, 12, 11, 11, 12]","[82, 82, 88, 93, 114, 155, 205, 281, 379, 526, 678]","[13, 18, 23, 25, 44, 64, 85, 106, 129, 153, 166]","[82, 78, 74, 70, 62, 57, 57, 58, 64, 77, 92]","[45, 43, 43, 43, 44, 44, 45, 50, 55, 61, 66]",32,taco,65,espresso,58,cocktail,,80,"[10, 14, 18, 20, 24, 24, 26, 28, 30, 32, 32]","[-26, -28, -22, -16, -14, -12, -10, -6, 0, 4, 6]","[-20, -20, -12, -8, 0, 0, 6, 8, 10, 6, 4]"
63,300,5041,b'Playa Cabana Cantina',5,82,b'Sansotei Ramen',"[82, 75, 77, 71, 69, 85, 109, 138, 178, 231, 317]","[23, 21, 24, 24, 28, 37, 55, 69, 89, 112, 149]","[82, 95, 136, 225, 530, 1856, 5864, 6796, 7059, 7185, 7235]","[17, 22, 31, 57, 114, 239, 7257, 7361, 7395, 7414, 7422]","[82, 83, 87, 88, 95, 107, 140, 202, 343, 676, 1525]","[60, 60, 64, 65, 69, 77, 104, 142, 229, 418, 770]",112,mango,68,banana,52,beef,,80,"[22, 20, 18, 18, 20, 22, 24, 28, 30, 34, 34]","[-18, -20, -20, -18, -16, -14, -12, -8, -6, -4, -6]","[-22, -18, -16, -16, -12, 0, 6, 2, 6, 6, 6]"
64,300,5041,b'Playa Cabana Cantina',6,82,b'Sansotei Ramen',"[82, 78, 78, 70, 67, 66, 88, 106, 135, 179, 270]","[31, 29, 31, 29, 27, 30, 45, 55, 72, 95, 122]","[82, 94, 119, 157, 250, 457, 1016, 2413, 5441, 6362, 6774]","[16, 22, 27, 39, 55, 83, 147, 246, 7322, 7368, 7389]","[82, 87, 97, 112, 132, 175, 287, 769, 5476, 7150, 7332]","[76, 81, 91, 104, 124, 165, 264, 600, 6412, 7207, 7347]",155,refill,85,patty,151,busy,,80,"[36, 36, 36, 36, 38, 38, 40, 40, 40, 40, 40]","[-24, -24, -18, -18, -16, -16, -14, -12, -10, -12, -14]","[-12, -8, -8, -6, -6, 0, 2, 10, 8, 6, 6]"
65,300,5041,b'Playa Cabana Cantina',7,82,b'Sansotei Ramen',"[82, 87, 99, 117, 158, 203, 286, 457, 727, 1171, 1776]","[26, 28, 33, 50, 72, 89, 111, 156, 203, 261, 314]","[82, 98, 140, 254, 550, 1761, 6029, 6977, 7212, 7308, 7340]","[27, 33, 42, 67, 121, 232, 7318, 7391, 7416, 7429, 7432]","[82, 77, 78, 75, 80, 97, 131, 193, 332, 601, 1111]","[38, 38, 42, 46, 55, 62, 84, 104, 146, 214, 299]",80,avocado,83,calamari,123,steak,,80,"[2, 0, 0, 8, 14, 18, 20, 26, 30, 28, 24]","[-16, -14, -10, -12, -12, -8, -4, -6, -4, -6, -10]","[-14, -12, -4, -2, 0, 4, 6, 8, 6, 8, 8]"
66,300,5041,b'Playa Cabana Cantina',8,82,b'Sansotei Ramen',"[82, 74, 62, 56, 49, 47, 50, 57, 64, 74, 88]","[22, 20, 16, 16, 15, 15, 17, 21, 25, 28, 32]","[82, 94, 145, 226, 529, 1835, 6265, 7080, 7277, 7340, 7363]","[42, 46, 71, 106, 181, 380, 7220, 7348, 7391, 7410, 7417]","[82, 88, 94, 120, 150, 228, 480, 1831, 6392, 7140, 7302]","[79, 84, 89, 112, 140, 211, 408, 1116, 6753, 7204, 7322]",96,poutine,160,overpriced,87,tart,,80,"[40, 38, 38, 38, 38, 38, 40, 40, 38, 38, 38]","[0, 0, 4, 4, 8, 4, -2, -2, 2, 4, 2]","[-18, -18, -16, -14, -12, -12, -14, -6, -4, 0, 4]"
67,300,5041,b'Playa Cabana Cantina',9,82,b'Sansotei Ramen',"[82, 98, 140, 254, 550, 1761, 6029, 6977, 7212, 7308, 7340]","[27, 33, 42, 67, 121, 232, 7318, 7391, 7416, 7429, 7432]","[82, 76, 77, 78, 89, 111, 145, 204, 299, 411, 547]","[25, 23, 25, 30, 40, 52, 63, 90, 117, 151, 184]","[82, 78, 76, 77, 69, 67, 65, 71, 77, 102, 154]","[75, 71, 70, 72, 65, 64, 64, 69, 73, 97, 134]",83,calamari,199,chili,117,rib,,80,"[36, 36, 34, 36, 38, 38, 38, 38, 38, 38, 36]","[-12, -14, -14, -6, -2, 4, 10, 10, 10, 12, 14]","[-16, -14, -10, -12, -12, -8, -4, -6, -4, -6, -10]"
68,300,5098,b'Bar Hop',0,111,b'Sansotei Ramen',"[111, 108, 117, 120, 146, 216, 348, 590, 1005, 1693, 3372]","[17, 15, 15, 13, 20, 27, 45, 60, 91, 140, 7283]","[111, 225, 643, 1716, 4475, 5551, 6001, 6208, 6358, 6450, 6506]","[6, 8, 11, 18, 7440, 7444, 7444, 7444, 7445, 7446, 7446]","[111, 69, 30, 16, 11, 6, 5, 3, 1, 1, 1]","[76, 50, 27, 14, 10, 6, 5, 3, 1, 1, 1]",138,nail,226,pale ale,41,beer,,110,"[26, 28, 28, 30, 28, 28, 30, 32, 34, 32, 34]","[-36, -30, -30, -30, -30, -30, -28, -28, -28, -28, -28]","[-34, -34, -32, -30, -30, -28, -26, -24, -26, -26, -26]"
